gene,n_sites,max_cr,n_engaged
VPS37A,1,4.29475,1
VPS39,2,1.4174,0
VPS41,3,3.04354,0
VPS4A,2,4.71219,1
VPS4B,1,2.23675,0
VPS51,10,4.31808,1
VPS52,1,1.86445,0
VPS53,6,3.05644,0
VPS54,1,2.72508,0
VPS8,8,4.5684,1
VRK1,3,3.91504,0
VRK2,3,1.90469,0
VRK3,1,2.23522,0
VSNL1,2,2.65824,0
VTA1,2,1.7864,0
VWA5B2,3,5.41066,1
VWA8,5,2.95092,0
VWA9,2,3.96571,0
VWDE,2,2.48647,0
WAC,1,1.69457,0
WAPAL,13,3.2698,0
WARS,4,2.60681,0
WASF1,1,1.55837,0
WASF2,1,1.92167,0
WASL,4,2.49247,0
WBP4,1,1.87891,0
WBSCR16,4,3.2768,0
WDFY1,10,2.80486,0
WDFY2,3,1.83859,0
WDFY3,7,2.84969,0
WDHD1,11,4.59599,1
WDR1,5,2.31328,0
WDR11,8,3.86356,0
WDR12,4,2.70396,0
WDR18,1,1.55119,0
WDR19,1,1.85666,0
WDR26,7,2.50165,0
WDR3,9,2.82919,0
WDR33,3,2.78944,0
WDR34,3,2.94233,0
WDR36,4,2.40425,0
WDR37,2,3.18641,0
WDR4,2,2.04829,0
WDR41,1,2.05006,0
WDR43,10,1.98466,0
WDR44,3,2.61257,0
WDR45B,1,6.09842,1
WDR46,3,2.31823,0
WDR47,1,6.9886,1
WDR48,2,1.55774,0
WDR5,1,1.72959,0
WDR55,3,20.0,2
WDR59,7,3.5284,0
WDR6,9,2.85222,0
WDR62,2,3.48107,0
WDR7,3,2.00133,0
WDR70,4,1.97479,0
WDR73,4,1.68753,0
WDR74,5,2.32299,0
WDR75,11,20.0,1
WDR76,5,2.20981,0
WDR77,5,4.36777,1
WDR81,8,3.42969,0
WDR82,5,1.88772,0
WDR83,4,1.56799,0
WDR89,2,2.12937,0
WDR90,2,7.43807,2
WDR91,1,1.84202,0
WDR92,6,2.03592,0
WDSUB1,1,2.26805,0
WDTC1,6,3.91152,0
WDYHV1,1,3.10923,0
WFS1,2,2.53184,0
WHAMM,3,2.47834,0
WHSC1,32,20.0,3
WHSC1L1,24,3.29366,0
WIPI2,5,11.8483,2
WIZ,1,5.33449,1
WLS,2,2.31635,0
WNK1,2,2.46194,0
WNK2,2,1.41163,0
WNT16,4,1.87203,0
WRAP53,6,3.02172,0
WRAP73,5,2.89094,0
WRN,7,2.91359,0
WRNIP1,1,2.64439,0
WTAP,1,1.68735,0
WWC1,7,4.73579,2
WWP1,3,2.82316,0
WWP2,1,2.31296,0
WWTR1,1,2.2578,0
XAB2,11,2.67814,0
XIAP,2,3.43572,0
XPC,8,2.68702,0
XPNPEP1,4,3.14397,0
XPNPEP3,2,1.79127,0
XPO1,10,13.9487,1
XPO4,8,20.0,1
XPO5,19,15.0662,3
XPO6,6,2.36387,0
XPO7,8,1.7717,0
XPOT,12,6.34293,1
XPR1,1,2.77136,0
XRCC1,2,2.01032,0
XRCC3,3,2.04727,0
XRCC4,2,2.62618,0
XRCC5,6,2.8299,0
XRCC6,1,2.07472,0
XRN1,9,2.15474,0
XRN2,10,2.48086,0
XXYLT1,3,3.02128,0
XYLB,6,2.29287,0
XYLT2,2,2.5712,0
YAE1D1,3,3.37689,0
YAP1,1,2.33605,0
YARS,5,5.65262,1
YARS2,1,1.93619,0
YBEY,1,1.70441,0
YDJC,4,2.92809,0
YEATS2,9,4.70822,1
YEATS4,1,2.75684,0
YES1,1,11.0323,1
YIPF4,1,1.39543,0
YKT6,1,1.86116,0
YLPM1,1,1.7467,0
YME1L1,1,1.76832,0
YOD1,1,1.62767,0
YRDC,4,1.97943,0
YTHDC2,8,2.21421,0
YTHDF2,2,2.26035,0
YTHDF3,1,1.35922,0
YWHAE,2,2.15214,0
YWHAG,1,1.88393,0
YWHAH,1,1.74978,0
YWHAQ,4,2.36824,0
YWHAZ,2,2.41564,0
YY1,6,1.98379,0
ZADH2,2,2.29436,0
ZBED4,7,2.7515,0
ZBED5,4,1.69811,0
ZBED8,1,2.33117,0
ZBTB1,1,2.02063,0
ZBTB10,8,4.93569,2
ZBTB11,6,3.06103,0
ZBTB14,1,1.925,0
ZBTB20,6,2.67594,0
ZBTB21,5,5.0314,1
ZBTB24,1,2.15305,0
ZBTB33,1,1.80799,0
ZBTB40,3,14.2854,2
ZBTB43,2,1.65251,0
ZBTB44,2,2.33364,0
ZBTB7A,6,1.94393,0
ZBTB7B,1,1.28445,0
ZBTB9,3,2.31879,0
ZC2HC1A,2,5.80756,1
ZC3H11A,9,2.63451,0
ZC3H12C,1,1.56633,0
ZC3H13,5,3.44295,0
ZC3H14,6,4.167,1
ZC3H15,3,2.64882,0
ZC3H18,3,2.03861,0
ZC3H3,6,2.44723,0
ZC3H4,2,3.34716,0
ZC3H7A,13,11.4064,2
ZC3H7B,12,2.97657,0
ZC3H8,3,2.30938,0
ZC3HAV1,19,2.87345,0
ZC3HAV1L,9,3.5998,0
ZC3HC1,12,2.7608,0
ZCCHC11,12,2.93435,0
ZCCHC14,2,2.72422,0
ZCCHC2,1,2.08912,0
ZCCHC3,3,1.84994,0
ZCCHC4,8,2.46342,0
ZCCHC6,10,5.85564,1
ZCCHC7,6,6.43366,1
ZCCHC8,3,3.65709,0
ZCRB1,1,4.23597,1
ZDHHC13,3,1.88393,0
ZDHHC17,2,1.32897,0
ZDHHC18,4,2.65354,0
ZDHHC20,1,3.38882,0
ZDHHC3,2,1.2781,0
ZDHHC4,3,3.27623,0
ZDHHC6,3,5.24557,1
ZFAND1,3,2.53751,0
ZFAND3,1,1.45092,0
ZFAND5,6,3.24116,0
ZFAND6,1,2.31686,0
ZFAT,2,1.86917,0
ZFC3H1,5,2.25418,0
ZFHX3,1,2.11748,0
ZFP1,2,1.09558,0
ZFP30,3,3.37891,0
ZFP36L1,2,3.72481,0
ZFP36L2,4,2.62702,0
ZFP37,2,2.23011,0
ZFP41,1,1.76166,0
ZFP62,2,1.99828,0
ZFP64,3,5.70019,1
ZFP91,4,2.72058,0
ZFPL1,8,2.3056,0
ZFR,9,2.0428,0
ZFYVE16,17,3.88122,0
ZFYVE19,4,2.19705,0
ZFYVE21,5,2.7813,0
ZFYVE26,3,3.49964,0
ZFYVE27,4,1.94229,0
ZFYVE28,1,2.08786,0
ZFYVE9,8,2.57417,0
ZGPAT,1,1.82443,0
ZHX3,1,2.26831,0
ZKSCAN1,3,2.2904,0
ZMIZ1,5,1.96894,0
ZMIZ2,2,1.53958,0
ZMYM1,19,5.72537,1
ZMYM3,41,7.0927,5
ZMYM4,33,5.23078,3
ZMYM5,2,2.56066,0
ZMYM6,7,2.26746,0
ZMYND11,5,2.81043,0
ZMYND19,3,3.12114,0
ZMYND8,18,3.28113,0
ZNF100,3,10.4544,1
ZNF101,5,3.00666,0
ZNF114,3,2.05006,0
ZNF12,2,2.49207,0
ZNF131,3,1.8239,0
ZNF136,1,2.19308,0
ZNF14,3,4.06003,1
ZNF142,6,1.77621,0
ZNF143,1,1.86191,0
ZNF146,6,2.25704,0
ZNF148,1,4.29402,1
ZNF160,1,2.18232,0
ZNF174,3,2.2023,0
ZNF184,1,1.6628,0
ZNF185,1,2.01667,0
ZNF189,3,20.0,1
ZNF195,7,2.84578,0
ZNF217,2,4.98154,1
ZNF224,4,10.4241,1
ZNF227,5,2.69811,0
ZNF239,1,3.9356,0
ZNF24,6,2.78173,0
ZNF259,2,1.71906,0
ZNF263,2,2.23863,0
ZNF264,5,2.59134,0
ZNF267,5,2.24305,0
ZNF268,6,3.89937,0
ZNF273,2,1.86053,0
ZNF275,2,1.59942,0
ZNF277,4,2.928,0
ZNF280C,11,3.06041,0
ZNF280D,3,2.44141,0
ZNF281,2,2.18181,0
ZNF292,9,2.76053,0
ZNF3,1,1.55927,0
ZNF304,5,2.44083,0
ZNF317,1,2.4309,0
ZNF318,1,1.76274,0
ZNF320,1,1.94418,0
ZNF326,3,1.3823,0
ZNF330,8,2.01845,0
ZNF335,1,2.14166,0
ZNF346,2,12.5209,1
ZNF354A,3,3.06732,0
ZNF384,6,2.4496,0
ZNF385B,1,2.2719,0
ZNF397,3,1.93887,0
ZNF408,1,2.14253,0
ZNF417,2,4.27177,2
ZNF428,5,4.96614,4
ZNF430,3,3.27095,0
ZNF431,3,20.0,1
ZNF445,3,1.98301,0
ZNF446,1,2.85338,0
ZNF451,13,3.17291,0
ZNF460,5,1.87599,0
ZNF462,6,2.07571,0
ZNF48,1,2.07111,0
ZNF483,1,2.12802,0
ZNF496,1,1.93162,0
ZNF503,1,3.38675,0
ZNF507,3,3.14358,0
ZNF512,6,2.18757,0
ZNF512B,1,1.9926,0
ZNF513,2,2.03488,0
ZNF516,3,1.68576,0
ZNF518A,2,1.81221,0
ZNF518B,1,2.32266,0
ZNF525,3,2.60809,0
ZNF544,8,3.01855,0
ZNF551,4,2.40395,0
ZNF552,3,2.08166,0
ZNF555,2,3.78865,0
ZNF561,3,3.02304,0
ZNF562,3,2.11746,0
ZNF566,2,2.48629,0
ZNF57,1,2.8827,0
ZNF574,7,1.83942,0
ZNF579,4,2.10832,0
ZNF581,1,2.82733,0
ZNF587,2,1.93199,0
ZNF592,15,3.60077,0
ZNF598,11,2.57583,0
ZNF609,5,3.63747,0
ZNF611,2,1.31053,0
ZNF616,2,2.88371,0
ZNF618,7,2.98311,0
ZNF620,1,1.87451,0
ZNF622,2,1.57415,0
ZNF623,1,2.06965,0
ZNF627,3,4.65852,1
ZNF628,2,2.09386,0
ZNF629,2,4.0,1
ZNF638,5,4.9154,1
ZNF639,1,2.34147,0
ZNF644,11,5.41744,2
ZNF655,2,1.95493,0
ZNF658,6,2.26385,0
ZNF664,1,1.71697,0
ZNF668,3,3.43678,0
ZNF669,1,2.93591,0
ZNF670,2,3.09191,0
ZNF672,3,2.82765,0
ZNF680,1,5.04833,1
ZNF687,15,2.6723,0
ZNF691,1,3.12449,0
ZNF692,2,3.81408,0
ZNF699,1,2.26755,0
ZNF7,4,3.74742,0
ZNF701,1,1.74968,0
ZNF706,1,1.41426,0
ZNF709,2,1.90862,0
ZNF714,2,1.73881,0
ZNF724P,2,2.25727,0
ZNF740,1,2.07981,0
ZNF761,1,1.65816,0
ZNF768,1,2.0749,0
ZNF77,5,5.67976,1
ZNF770,2,2.57795,0
ZNF771,1,2.36612,0
ZNF776,1,2.41036,0
ZNF787,6,2.76596,0
ZNF791,3,3.34364,0
ZNF8,2,2.27148,0
ZNF800,1,1.71297,0
ZNF805,1,1.74885,0
ZNF808,2,2.22431,0
ZNF814,1,2.48399,0
ZNF816,3,3.87103,0
ZNF827,2,2.51532,0
ZNF830,1,3.32164,0
ZNF845,5,20.0,1
ZNF865,2,2.49867,0
ZNFX1,28,20.0,3
ZNHIT2,4,3.39869,0
ZNHIT3,5,2.14612,0
ZNHIT6,8,2.66809,0
ZRANB1,3,2.90019,0
ZRANB2,4,4.57313,2
ZRANB3,7,3.274,0
ZRSR2,6,2.6633,0
ZSCAN26,1,1.7599,0
ZSWIM8,5,5.61012,3
ZUFSP,3,1.88686,0
ZW10,5,3.1111,0
ZWILCH,2,3.87524,0
ZYG11B,4,2.42843,0
ZYX,13,3.04821,0
ZZEF1,23,20.0,1
ZZZ3,3,5.10248,2
